Year,DEC Region,County,Town,Waterbody,Date,Number,Species Name,Size (inches )
2024,4,Delaware,Andes,Big Pond,Spring,260,Rainbow Trout,8 inches
2024,4,Delaware,Deposit and Tompkins,Cannonsville Reservoir,Early May,6820,Brown Trout,8 inches
2024,4,Delaware,Davenport,Charlotte Creek,April - second week,440,Brown Trout,12 -15 inches
2024,4,Delaware,Davenport,Charlotte Creek,April - second week,3760,Brown Trout,9 - 10 inches
2024,4,Delaware,Middletown,Delaware River East Branch,April - fourth week,170,Brown Trout,12 -15 inches
2024,4,Delaware,Middletown,Delaware River East Branch,April - fourth week,1420,Brown Trout,9 - 10 inches
2024,4,Delaware,"Middletown, Roxbury",Delaware River East Branch,April - fourth week,90,Brown Trout,12 -15 inches
2024,4,Delaware,"Middletown, Roxbury",Delaware River East Branch,April - fourth week,800,Brown Trout,9 - 10 inches
2024,4,Delaware,Roxbury,Delaware River East Branch,April - fourth week,60,Brown Trout,12 -15 inches
2024,4,Delaware,Roxbury,Delaware River East Branch,April - fourth week,550,Brown Trout,9 - 10 inches
2024,4,Delaware,Delhi,Delaware River West Branch,April - first week,190,Brown Trout,12 -15 inches
2024,4,Delaware,Delhi,Delaware River West Branch,April - first week,1620,Brown Trout,9 - 10 inches
2024,4,Delaware,Delhi,Delaware River West Branch,April - third week,190,Brown Trout,12 -15 inches
2024,4,Delaware,Delhi,Delaware River West Branch,April - third week,1620,Brown Trout,9 - 10 inches
2024,4,Delaware,Delhi,Delaware River West Branch,May - first week,190,Brown Trout,12 -15 inches
2024,4,Delaware,Delhi,Delaware River West Branch,May - first week,1620,Brown Trout,9 - 10 inches
2024,4,Delaware,Delhi,Delaware River West Branch,May - third week,190,Brown Trout,12 -15 inches
2024,4,Delaware,Delhi,Delaware River West Branch,May - third week,1620,Brown Trout,9 - 10 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,April - first week,150,Brown Trout,12 -15 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,April - first week,1330,Brown Trout,9 - 10 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,April - third week,150,Brown Trout,12 -15 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,April - third week,1330,Brown Trout,9 - 10 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,May - first week,150,Brown Trout,12 -15 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,May - first week,1330,Brown Trout,9 - 10 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,May - third week,150,Brown Trout,12 -15 inches
2024,4,Delaware,"Hamden, Walton",Delaware River West Branch,May - third week,1330,Brown Trout,9 - 10 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,April - first week,70,Brown Trout,12 -15 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,April - first week,640,Brown Trout,9 - 10 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,April - third week,70,Brown Trout,12 -15 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,April - third week,640,Brown Trout,9 - 10 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,May - first week,70,Brown Trout,12 -15 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,May - first week,640,Brown Trout,9 - 10 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,May - third week,70,Brown Trout,12 -15 inches
2024,4,Delaware,Harpersfield,Delaware River West Branch,May - third week,640,Brown Trout,9 - 10 inches
2024,4,Delaware,Kortright,Delaware River West Branch,April - first week,20,Brown Trout,12 -15 inches
2024,4,Delaware,Kortright,Delaware River West Branch,April - first week,210,Brown Trout,9 - 10 inches
2024,4,Delaware,Kortright,Delaware River West Branch,April - third week,20,Brown Trout,12 -15 inches
2024,4,Delaware,Kortright,Delaware River West Branch,April - third week,210,Brown Trout,9 - 10 inches
2024,4,Delaware,Kortright,Delaware River West Branch,May - first week,20,Brown Trout,12 -15 inches
2024,4,Delaware,Kortright,Delaware River West Branch,May - first week,210,Brown Trout,9 - 10 inches
2024,4,Delaware,Kortright,Delaware River West Branch,May - third week,20,Brown Trout,12 -15 inches
2024,4,Delaware,Kortright,Delaware River West Branch,May - third week,210,Brown Trout,9 - 10 inches
2024,4,Delaware,Tompkins,Launt Pond,April,770,Brook Trout,8 inches
2024,4,Delaware,Delhi,Little Delaware River,April - first week,30,Brown Trout,12 -15 inches
2024,4,Delaware,Delhi,Little Delaware River,April - first week,220,Brown Trout,9 - 10 inches
2024,4,Delaware,Andes,Little Pond,Spring,210,Brown Trout,12 -15 inches
2024,4,Delaware,Andes,Little Pond,Spring,90,Brown Trout,8 inches
2024,4,Delaware,Andes,Little Pond,Spring,210,Rainbow Trout,8 inches
2024,4,Delaware,Colchester,Mud Pond,Spring,90,Brown Trout,8 inches
2024,4,Delaware,Colchester,Mud Pond,Spring,320,Rainbow Trout,8 inches
2024,4,Delaware,Colchester,Pepacton Reservoir,Spring,4550,Brown Trout,8 inches
2024,3,Dutchess,Hyde Park,Crum Elbow Creek,March - fourth week,140,Rainbow Trout,12 -14 inches
2024,3,Dutchess,Hyde Park,Crum Elbow Creek,March - fourth week,1330,Rainbow Trout,9 - 10 inches
2024,3,Dutchess,"Beacon, Fishkill",Fishkill Creek,March - third week,40,Brown Trout,12 -15 inches
2024,3,Dutchess,"Beacon, Fishkill",Fishkill Creek,March - third week,340,Brown Trout,9 - 10 inches
2024,3,Dutchess,Beekman,Fishkill Creek,March - third week,310,Brown Trout,12 -15 inches
2024,3,Dutchess,Beekman,Fishkill Creek,March - third week,2650,Brown Trout,9 - 10 inches
2024,3,Dutchess,Fishkill,Fishkill Creek,March - third week,260,Brown Trout,12 -15 inches
2024,3,Dutchess,Fishkill,Fishkill Creek,March - third week,2220,Brown Trout,9 - 10 inches
2024,3,Dutchess,LaGrange,Overlook Park Pond,Mid April,420,Rainbow Trout,8 inches
2024,3,Dutchess,Milan,Roeliff Jansen Kill,March - fourth week,90,Brown Trout,12 -15 inches
2024,3,Dutchess,Milan,Roeliff Jansen Kill,March - fourth week,740,Brown Trout,9 - 10 inches
2024,3,Dutchess,East Fishkill,Sprout Creek,March - fourth week,250,Brown Trout,12 -15 inches
2024,3,Dutchess,East Fishkill,Sprout Creek,March - fourth week,2150,Brown Trout,9 - 10 inches
2024,3,Dutchess,LaGrange,Sprout Creek,March - fourth week,40,Brown Trout,12 -15 inches
2024,3,Dutchess,LaGrange,Sprout Creek,March - fourth week,300,Brown Trout,9 - 10 inches
2024,3,Dutchess,Dover,Swamp River,March - third week,60,Brown Trout,12 -15 inches
2024,3,Dutchess,Dover,Swamp River,March - third week,510,Brown Trout,9 - 10 inches
2024,3,Dutchess,Beekman,Sylvan Lake,April,1820,Brown Trout,8 inches
2024,3,Dutchess,Amenia,Ten Mile River,March - third week,200,Brown Trout,12 -15 inches
2024,3,Dutchess,Amenia,Ten Mile River,March - third week,1670,Brown Trout,9 - 10 inches
2024,3,Dutchess,Dover,Ten Mile River,March - third week,70,Brown Trout,12 -15 inches
2024,3,Dutchess,Dover,Ten Mile River,March - third week,600,Brown Trout,9 - 10 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,April - first week,90,Brown Trout,12 -15 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,April - first week,750,Brown Trout,9 - 10 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,April - third week,90,Brown Trout,12 -15 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,April - third week,750,Brown Trout,9 - 10 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,March - third week,90,Brown Trout,12 -15 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,March - third week,750,Brown Trout,9 - 10 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,May - first week,90,Brown Trout,12 -15 inches
2024,3,Dutchess,Pleasant Valley,Wappingers Creek,May - first week,750,Brown Trout,9 - 10 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,April - first week,260,Brown Trout,12 -15 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,April - first week,2260,Rainbow Trout,9 - 10 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,April - third week,260,Brown Trout,12 -15 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,April - third week,2260,Brown Trout,9 - 10 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,March - third week,260,Brown Trout,12 -15 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,March - third week,2260,Brown Trout,9 - 10 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,May - first week,260,Brown Trout,12 -15 inches
2024,3,Dutchess,Poughkeepsie,Wappingers Creek,May - first week,2260,Rainbow Trout,9 - 10 inches
2024,3,Dutchess,Amenia,Webatuck Creek,March - third week,40,Brown Trout,12 -15 inches
2024,3,Dutchess,Amenia,Webatuck Creek,March - third week,330,Brown Trout,9 - 10 inches
2024,3,Dutchess,Northeast,Webatuck Creek,March - third week,150,Brown Trout,12 -15 inches
2024,3,Dutchess,Northeast,Webatuck Creek,March - third week,1270,Brown Trout,9 - 10 inches
2024,9,Erie,Sardinia,Cattaraugus Creek,April - first week,300,Brown Trout,12 -15 inches
2024,9,Erie,Sardinia,Cattaraugus Creek,April - first week,2580,Brown Trout,9 - 10 inches
2024,9,Erie,Lancaster,Cayuga Creek,April - first week,220,Brown Trout,12 -15 inches
2024,9,Erie,Lancaster,Cayuga Creek,April - first week,1900,Rainbow Trout,9 - 10 inches
2024,9,Erie,Aurora,Cazenovia Creek - East Branch,March - fourth week,60,Brown Trout,12 -15 inches
2024,9,Erie,Aurora,Cazenovia Creek - East Branch,March - fourth week,450,Brown Trout,9 - 10 inches
2024,9,Erie,Aurora,Cazenovia Creek-East Branch,March - fourth week,70,Brown Trout,12 -15 inches
2024,9,Erie,Aurora,Cazenovia Creek-East Branch,March - fourth week,590,Brown Trout,9 - 10 inches
2024,9,Erie,Boston,Eighteenmile Creek,March - fourth week,40,Brown Trout,12 -15 inches
2024,9,Erie,Boston,Eighteenmile Creek,March - fourth week,370,Brown Trout,9 - 10 inches
2024,9,Erie,Evans,Eighteenmile Creek,Spring,5000,Rainbow Trout,9 - 10 inches
2024,9,Erie,Amherst,Ellicott Creek,March - fourth week,70,Brown Trout,12 -15 inches
2024,9,Erie,Amherst,Ellicott Creek,March - fourth week,640,Rainbow Trout,9 - 10 inches
2024,9,Erie,Elma,Little Buffalo Creek,March - fourth week,50,Brown Trout,12 -15 inches
2024,9,Erie,Elma,Little Buffalo Creek,March - fourth week,430,Rainbow Trout,9 - 10 inches
2024,9,Erie,"Lancaster, Elma",Little Buffalo Creek,March - fourth week,40,Brown Trout,12 -15 inches
2024,9,Erie,"Lancaster, Elma",Little Buffalo Creek,March - fourth week,300,Rainbow Trout,9 - 10 inches
2024,9,Erie,Clarence,Main Park Pond - Village of Clarence,Early April,320,Rainbow Trout,8 inches
2024,9,Erie,Concord,Sprague Brook Park -  Foote Road Pond,Mid April,50,Brown Trout,12 -15 inches
2024,9,Erie,Concord,Sprague Brook Park -  Foote Road Pond,Mid April,100,Rainbow Trout,8 inches
2024,9,Erie,Concord,Sprague Brook Park A and B Pond,Mid April,80,Brown Trout,12 -15 inches
2024,9,Erie,Concord,Sprague Brook Park A and B Pond,Mid April,210,Rainbow Trout,8 inches
2024,9,Erie,Concord,Sprague Brook Park Veteran's Pond,Mid April,80,Brown Trout,12 -15 inches
2024,9,Erie,Concord,Sprague Brook Park Veteran's Pond,Mid April,210,Rainbow Trout,8 inches
2024,9,Erie,Concord,Springville Field and Stream Club Pond,April - May,220,Brook Trout,8 inches
2024,9,Erie,Lancaster,Westwood Park Pond,Early April,320,Rainbow Trout,8 inches
2024,5,Essex,Minerva,Balfour Lake,Spring,1580,Rainbow Trout,8 inches
2024,5,Essex,Minerva,Big Sherman Pond,Spring,410,Brown Trout,8 inches
2024,5,Essex,Lewis/E'town,Black River,May - second week,510,Brook Trout,9 - 10 inches
2024,5,Essex,E'town,Boquet River,May - first week,4280,Brook Trout,9 - 10 inches
2024,5,Essex,Lewis & E'town,Boquet River,April - fourth week,350,Brown Trout,12 -15 inches
2024,5,Essex,Lewis & E'town,Boquet River,April - fourth week,2990,Brown Trout,9 - 10 inches
2024,5,Essex,Minerva,Boreas River,May - first week,160,Brown Trout,12 -15 inches
2024,5,Essex,Minerva,Boreas River,May - first week,1320,Brown Trout,9 - 10 inches
2024,5,Essex,Minerva,Boreas River,May - second week,50,Brown Trout,12 -15 inches
2024,5,Essex,Minerva,Boreas River,May - second week,440,Brown Trout,9 - 10 inches
2024,5,Essex,Minerva,Cheney Pond,Spring,1440,Brown Trout,8 inches
2024,5,Essex,North Elba,Chubb River,April - third week,60,Brown Trout,12 -15 inches
2024,5,Essex,North Elba,Chubb River,April - third week,500,Brown Trout,9 - 10 inches
2024,5,Essex,Newcomb,Clear Pond,Spring,420,Rainbow Trout,8 inches
2024,5,Essex,Ticonderoga,Clear Pond,Spring,360,Brown Trout,8 inches
2024,5,Essex,Ticonderoga,Clear Pond,Spring,420,Rainbow Trout,8 inches
2024,5,Essex,North Elba,Coldspring Pond,Spring,140,Brown Trout,8 inches
2024,5,Essex,North Elba,Connery Pond,Spring,1270,Brown Trout,8 inches
2024,5,Essex,North Hudson,Courtney Pond,May,270,Brown Trout,8 inches
2024,5,Essex,Schroon,Crane Pond,Spring,1580,Rainbow Trout,8 inches
2024,5,Essex,Minerva,Dimmick Pond,May,160,Brown Trout,12 -15 inches
2024,5,Essex,"Crown Point, Ticonderoga",Eagle Lake,Spring,4180,Brown Trout,8 inches
2024,5,Essex,Jay,East Branch Ausable River,April - third week,740,Brown Trout,12 -15 inches
2024,5,Essex,Jay,East Branch Ausable River,April - third week,6300,Brown Trout,9 - 10 inches
2024,5,Essex,Jay & Keene,East Branch Ausable River,April - second week,820,Brown Trout,12 -15 inches
2024,5,Essex,Jay & Keene,East Branch Ausable River,April - second week,7010,Brown Trout,9 - 10 inches
2024,5,Essex,Keene,East Branch Ausable River,May - second week,1950,Brook Trout,9 - 10 inches
2024,5,Essex,Minerva,Fifth Lake Essex Chain,Spring,1160,Rainbow Trout,8 inches
2024,5,Essex,Schroon,Glidden Marsh,Spring,140,Brown Trout,8 inches
2024,5,Essex,Schroon,Goose Pond,Spring,420,Rainbow Trout,8 inches
2024,5,Essex,Ticonderoga,Gooseneck Pond,Spring,740,Rainbow Trout,8 inches
2024,5,Essex,Minerva,Hudson River,Spring,5000,Brown Trout,9 - 10 inches
2024,5,Essex,Minerva,Hudson River,Spring,6000,Rainbow Trout,9 - 10 inches
2024,5,Essex,Ticonderoga,La Chute,May - third week,90,Brown Trout,12 -15 inches
2024,5,Essex,Ticonderoga,La Chute,May - third week,710,Brown Trout,9 - 10 inches
2024,5,Essex,North Elba,Lake Placid,Spring,8920,Rainbow Trout,8 inches
2024,5,Essex,North Elba,Lake Placid Outlet,May - second week,40,Brown Trout,12 -15 inches
2024,5,Essex,North Elba,Lake Placid Outlet,May - second week,330,Brown Trout,9 - 10 inches
2024,5,Essex,North Elba,Long Pond,Spring,450,Brown Trout,8 inches
2024,5,Essex,Ticonderoga,Lost Pond,Spring,450,Brown Trout,8 inches
2024,5,Essex,Ticonderoga,Lost Pond,Spring,1050,Rainbow Trout,8 inches
2024,5,Essex,Moriah,Mill Brook,April - third week,80,Brown Trout,12 -15 inches
2024,5,Essex,Moriah,Mill Brook,April - third week,660,Brown Trout,9 - 10 inches
2024,5,Essex,Minerva,Minerva Stream,May - third week,760,Brook Trout,9 - 10 inches
2024,5,Essex,North Elba,Mirror Lake,Spring,1360,Rainbow Trout,8 inches
2024,5,Essex,St. Armand,Moose Pond,Spring,1360,Rainbow Trout,8 inches
2024,5,Essex,North Hudson,Munson Pond,Spring,410,Brown Trout,8 inches
2024,5,Essex,Schroon,Oliver Pond,Spring,740,Rainbow Trout,8 inches
2024,5,Essex,North Elba,Owen Pond,Spring,410,Brown Trout,8 inches
2024,5,Essex,Schroon,Paradox Lake,Spring,5560,Rainbow Trout,8 inches
2024,5,Essex,Minerva,Rankin Pond,Spring,410,Brown Trout,8 inches
2024,5,Essex,Moriah,Roe's Pond,Spring,180,Brown Trout,8 inches
2024,5,Essex,St. Armand,Saranac River,April - fourth week,180,Brown Trout,12 -15 inches
2024,5,Essex,St. Armand,Saranac River,April - fourth week,1550,Brown Trout,9 - 10 inches
2024,5,Essex,North Hudson,Schroon River,May - first week,160,Brown Trout,12 -15 inches
2024,5,Essex,North Hudson,Schroon River,May - first week,1370,Brown Trout,9 - 10 inches
2024,5,Essex,North Elba,South Meadow Brook,May - second week,490,Brook Trout,9 - 10 inches
2024,5,Essex,Lewis,Spruce Mill Brook,May - first week,70,Brown Trout,12 -15 inches
2024,5,Essex,Lewis,Spruce Mill Brook,May - first week,560,Brown Trout,9 - 10 inches
2024,5,Essex,Lewis,Spruce Mill Brook,May - second week,810,Brook Trout,9 - 10 inches
2024,5,Essex,Elizabethtown,The Branch,May - first week,300,Brook Trout,9 - 10 inches
2024,5,Essex,Minerva,Third Lake Essex Chain,Spring,2100,Rainbow Trout,8 inches
2024,5,Essex,North Elba,Tom Peck Pond,Fall,430,Brown Trout,8 inches
2024,5,Essex,Minerva,Trout Brook,May - fourth week,1030,Brook Trout,9 - 10 inches
2024,5,Essex,Minerva,Twentyninth Pond,Spring,230,Brown Trout,8 inches
2024,5,Essex,North Hudson,Vanderwacker Pond,Spring,270,Brown Trout,8 inches
2024,5,Essex,Newcomb,Ward Pond,Spring,140,Brown Trout,8 inches
2024,5,Essex,Jay,West Branch Ausable River,April - fourth week,120,Brown Trout,12 -15 inches
2024,5,Essex,Jay,West Branch Ausable River,April - fourth week,1010,Brown Trout,9 - 10 inches
2024,5,Essex,Jay,West Branch Ausable River,April - second week,120,Brown Trout,12 -15 inches
2024,5,Essex,Jay,West Branch Ausable River,April - second week,1010,Brown Trout,9 - 10 inches
2024,5,Essex,Jay,West Branch Ausable River,May - fourth week,120,Brown Trout,12 -15 inches
2024,5,Essex,Jay,West Branch Ausable River,May - fourth week,1010,Brown Trout,9 - 10 inches
2024,5,Essex,Jay,West Branch Ausable River,May - second week,120,Brown Trout,12 -15 inches
2024,5,Essex,Jay,West Branch Ausable River,May - second week,1010,Brown Trout,9 - 10 inches
2024,5,Essex,North Elba,West Branch Ausable River,April - second week,290,Brown Trout,12 -15 inches
2024,5,Essex,North Elba,West Branch Ausable River,April - second week,2470,Brown Trout,9 - 10 inches
2024,5,Essex,North Elba,West Branch Ausable River,May - second week,700,Brook Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - fourth week,90,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - fourth week,780,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - second week,90,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - second week,780,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - third week,280,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,April - third week,2490,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,June - first week,280,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,June - first week,2490,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - first week,280,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - first week,2490,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - fourth week,90,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - fourth week,780,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - second week,90,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - second week,780,Brown Trout,9 - 10 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - third week,280,Brown Trout,12 -15 inches
2024,5,Essex,Wilmington,West Branch Ausable River,May - third week,2490,Brown Trout,9 - 10 inches
2024,5,Essex,Westport,Westport Club Pond,Spring,100,Rainbow Trout,8 inches
2024,5,Essex,Westport,Westport Reservoir 1,Spring,110,Brook Trout,8 inches
2024,5,Essex,Westport,Westport Reservoir 2,Spring,110,Brook Trout,8 inches
2024,5,Essex,Willsboro,Willsboro Club Pond 1,Spring,100,Rainbow Trout,8 inches
2024,5,Essex,Willsboro,Willsboro Club Pond 2,Spring,90,Brown Trout,8 inches
2024,5,Essex,Willsboro,Willsboro Club Pond 2,Spring,100,Rainbow Trout,8 inches
2024,5,Essex,Wilmington,Winch Pond,Spring,230,Brown Trout,8 inches
2024,5,Franklin,Chateaugay,Chateaugay River,April - third week,110,Rainbow Trout,12 -14 inches
2024,5,Franklin,Chateaugay,Chateaugay River,April - third week,960,Rainbow Trout,9 - 10 inches
2024,5,Franklin,Chateaugay,Chateaugay River,June - first week,110,Brown Trout,12 -15 inches
2024,5,Franklin,Chateaugay,Chateaugay River,June - first week,960,Brown Trout,9 - 10 inches
2024,5,Franklin,Chateaugay,Chateaugay River,May - first week,110,Brown Trout,12 -15 inches
2024,5,Franklin,Chateaugay,Chateaugay River,May - first week,960,Brown Trout,9 - 10 inches
2024,5,Franklin,Chateaugay,Chateaugay River,May - third week,110,Rainbow Trout,12 -14 inches
2024,5,Franklin,Chateaugay,Chateaugay River,May - third week,960,Rainbow Trout,9 - 10 inches
2024,5,Franklin,Chateaugay-Bellmont,Chateaugay River,April - third week,250,Brown Trout,12 -15 inches
2024,5,Franklin,Chateaugay-Bellmont,Chateaugay River,April - third week,2120,Brown Trout,9 - 10 inches
2024,5,Franklin,Franklin,Chub Pond,Spring,140,Brown Trout,8 inches
2024,5,Franklin,Brighton,Deer Pond,Spring,230,Brown Trout,8 inches
2024,5,Franklin,Brandon,Deer River,May - first week,270,Brown Trout,12 -15 inches
2024,5,Franklin,Brandon,Deer River,May - first week,2290,Brown Trout,9 - 10 inches
2024,5,Franklin,Bellmont,Drain Pond,Spring,160,Rainbow Trout,8 inches
2024,5,Franklin,Santa Clara,Green Pond,Spring,550,Brown Trout,8 inches
2024,5,Franklin,Harrietstown,Lake Clear,Spring,1820,Brown Trout,8 inches
2024,5,Franklin,Harrietstown,Lake Colby,Spring,3090,Brown Trout,8 inches
2024,5,Franklin,Harrietstown,Lake Colby,Spring,3570,Rainbow Trout,8 inches
2024,5,Franklin,Santa Clara,Little Long Pond (East),Spring,1050,Rainbow Trout,8 inches
2024,5,Franklin,Moira & Bangor,Little Salmon River,April - first week,190,Brown Trout,12 -15 inches
2024,5,Franklin,Moira & Bangor,Little Salmon River,April - first week,1660,Brown Trout,9 - 10 inches
2024,5,Franklin,Malone,Malone Village Pond,April,100,Rainbow Trout,8 inches
2024,5,Franklin,Malone,Malone Village Pond,May,100,Brown Trout,12 -15 inches
2024,5,Franklin,Malone,Malone Village Pond,May,90,Brown Trout,8 inches
2024,5,Franklin,Franklin,Mountain Pond C-P57,Spring,730,Brown Trout,8 inches
2024,5,Franklin,Franklin,North Branch Saranac River,April - fourth week,1410,Brook Trout,9 - 10 inches
2024,5,Franklin,Santa Clara,Rat Pond,Spring,550,Brown Trout,8 inches
2024,5,Franklin,Harrietstown,Rock Pond,Spring,590,Brown Trout,8 inches
2024,5,Franklin,Waverly,Saint Regis Falls Fish and Game Club Pon,May - June,100,Rainbow Trout,8 inches
2024,5,Franklin,Malone,Salmon River,April - fourth week,420,Brown Trout,12 -15 inches
2024,5,Franklin,Malone,Salmon River,April - fourth week,3610,Brown Trout,9 - 10 inches
2024,5,Franklin,Malone,Salmon River,April - second week,510,Brown Trout,12 -15 inches
2024,5,Franklin,Malone,Salmon River,April - second week,4360,Brown Trout,9 - 10 inches
2024,5,Franklin,Malone,Salmon River,April - second week,400,Rainbow Trout,12 -14 inches
2024,5,Franklin,Malone,Salmon River,April - second week,3610,Rainbow Trout,9 - 10 inches
2024,5,Franklin,Malone,Salmon River,May - fourth week,420,Brown Trout,12 -15 inches
2024,5,Franklin,Malone,Salmon River,May - fourth week,3610,Brown Trout,9 - 10 inches
2024,5,Franklin,Malone,Salmon River,May - second week,400,Rainbow Trout,12 -14 inches
2024,5,Franklin,Malone,Salmon River,May - second week,3610,Rainbow Trout,9 - 10 inches
2024,5,Franklin,Harrietstown,Saranac River,April - first week,70,Rainbow Trout,12 -14 inches
2024,5,Franklin,Harrietstown,Saranac River,April - first week,640,Rainbow Trout,9 - 10 inches
2024,5,Franklin,Dickinson,St. Regis River,May - first week,190,Brown Trout,12 -15 inches
2024,5,Franklin,Dickinson,St. Regis River,May - first week,1610,Brown Trout,9 - 10 inches
2024,5,Franklin,Malone,Trout River,April - fourth week,60,Brown Trout,12 -15 inches
2024,5,Franklin,Malone,Trout River,April - fourth week,480,Brown Trout,9 - 10 inches
2024,5,Franklin,Franklin,Two Bridge Brook,May - second week,100,Brown Trout,12 -15 inches
2024,5,Franklin,Franklin,Two Bridge Brook,May - second week,880,Brown Trout,9 - 10 inches
2024,5,Franklin,Santa Clara,Whey Pond,May,1360,Brown Trout,8 inches
2024,5,Franklin,Santa Clara,Whey Pond,Spring,1160,Rainbow Trout,8 inches
2024,5,Fulton,Caroga,Canada Lake,Spring,1870,Rainbow Trout,8 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,April - fourth week,70,Brown Trout,12 -15 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,April - fourth week,640,Brown Trout,9 - 10 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,April - second week,70,Brown Trout,12 -15 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,April - second week,640,Brown Trout,9 - 10 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,May - fourth week,70,Brown Trout,12 -15 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,May - fourth week,640,Brown Trout,9 - 10 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,May - second week,70,Brown Trout,12 -15 inches
2024,5,Fulton,Johnstown(t),Cayadutta Creek,May - second week,640,Brown Trout,9 - 10 inches
2024,5,Fulton,"Oppenheim, Stratford",East Canada Creek,May - first week,410,Brown Trout,12 -15 inches
2024,5,Fulton,"Oppenheim, Stratford",East Canada Creek,May - first week,3520,Brown Trout,9 - 10 inches
2024,5,Fulton,Caroga,East Caroga Lake,Spring,1260,Rainbow Trout,8 inches
2024,5,Fulton,"Oppenheim, Stratford",Middle Sprite Creek,April - fourth week,40,Brown Trout,12 -15 inches
2024,5,Fulton,"Oppenheim, Stratford",Middle Sprite Creek,April - fourth week,260,Brown Trout,9 - 10 inches
2024,5,Fulton,Northampton,Northville Pond,April,1310,Rainbow Trout,8 inches
2024,5,Fulton,Northampton,Northville Pond,May,1310,Rainbow Trout,8 inches
2024,5,Fulton,Johnstown,Wolford's Pond,April,180,Brown Trout,8 inches
2024,5,Fulton,Johnstown,Wolford's Pond,May,180,Brown Trout,8 inches
2024,8,Genesee,Batavia,Dewitt Pond,March - April,520,Brown Trout,12 -15 inches
2024,8,Genesee,Le Roy,Oatka Creek,April - first week,270,Brown Trout,12 -15 inches
2024,8,Genesee,Le Roy,Oatka Creek,April - first week,2340,Brown Trout,9 - 10 inches
2024,8,Genesee,Le Roy,Oatka Creek,April - fourth week,270,Brown Trout,12 -15 inches
2024,8,Genesee,Le Roy,Oatka Creek,April - fourth week,2340,Brown Trout,9 - 10 inches
2024,8,Genesee,Le Roy,Oatka Creek,March - third week,270,Brown Trout,12 -15 inches
2024,8,Genesee,Le Roy,Oatka Creek,March - third week,2340,Brown Trout,9 - 10 inches
